,Location1,Location,WindGustDir1,WindGustDir,WindDir9am1,WindDir9am,WindDir3pm1,WindDir3pm
76981,33,Portland,6,NNW,3,N,4,NE
76995,33,Portland,14,WNW,4,NE,5,NNE
77006,33,Portland,16,,9,SE,0,E
77011,33,Portland,11,SSW,5,NNE,11,SSW
77014,33,Portland,8,S,9,SE,9,SE
77015,33,Portland,14,WNW,1,ENE,4,NE
77023,33,Portland,4,NE,4,NE,6,NNW
77032,33,Portland,4,NE,1,ENE,10,SSE
77039,33,Portland,7,NW,5,NNE,15,WSW
77040,33,Portland,7,NW,4,NE,6,NNW
77046,33,Portland,13,W,13,W,8,S
77052,33,Portland,13,W,13,W,10,SSE
77054,33,Portland,11,SSW,0,E,8,S
77058,33,Portland,2,ESE,10,SSE,8,S
77063,33,Portland,15,WSW,3,N,13,W
77064,33,Portland,8,S,13,W,8,S
77071,33,Portland,13,W,16,,8,S
77074,33,Portland,11,SSW,15,WSW,12,SW
77075,33,Portland,12,SW,6,NNW,13,W
77082,33,Portland,0,E,12,SW,2,ESE
77083,33,Portland,6,NNW,5,NNE,14,WNW
77088,33,Portland,3,N,4,NE,12,SW
77094,33,Portland,14,WNW,1,ENE,6,NNW
77119,33,Portland,13,W,3,N,5,NNE
77125,33,Portland,13,W,0,E,15,WSW
77126,33,Portland,0,E,5,NNE,2,ESE
77127,33,Portland,13,W,4,NE,13,W
77132,33,Portland,9,SE,10,SSE,2,ESE
77134,33,Portland,13,W,13,W,2,ESE
77139,33,Portland,10,SSE,9,SE,0,E
77143,33,Portland,13,W,16,,13,W
77156,33,Portland,1,ENE,1,ENE,1,ENE
77162,33,Portland,13,W,1,ENE,8,S
77163,33,Portland,12,SW,14,WNW,11,SSW
77164,33,Portland,8,S,10,SSE,11,SSW
77168,33,Portland,6,NNW,14,WNW,14,WNW
77171,33,Portland,15,WSW,5,NNE,11,SSW
77177,33,Portland,10,SSE,6,NNW,8,S
77189,33,Portland,7,NW,7,NW,15,WSW
77200,33,Portland,10,SSE,0,E,8,S
77217,33,Portland,5,NNE,4,NE,6,NNW
77222,33,Portland,9,SE,11,SSW,8,S
77234,33,Portland,12,SW,13,W,8,S
77243,33,Portland,4,NE,16,,0,E
77246,33,Portland,3,N,16,,2,ESE
77252,33,Portland,12,SW,16,,13,W
77256,33,Portland,6,NNW,15,WSW,15,WSW
77278,33,Portland,8,S,9,SE,11,SSW
77298,33,Portland,13,W,11,SSW,11,SSW
77301,33,Portland,7,NW,7,NW,3,N
77306,33,Portland,15,WSW,12,SW,14,WNW
77311,33,Portland,11,SSW,15,WSW,8,S
77312,33,Portland,5,NNE,16,,5,NNE
77320,33,Portland,8,S,15,WSW,8,S
77322,33,Portland,9,SE,10,SSE,8,S
77324,33,Portland,12,SW,1,ENE,8,S
77325,33,Portland,4,NE,5,NNE,0,E
77326,33,Portland,3,N,4,NE,4,NE
77329,33,Portland,7,NW,6,NNW,4,NE
77340,33,Portland,6,NNW,14,WNW,12,SW
77350,33,Portland,1,ENE,1,ENE,8,S
77363,33,Portland,1,ENE,2,ESE,0,E
77368,33,Portland,3,N,5,NNE,10,SSE
77373,33,Portland,0,E,4,NE,2,ESE
77374,33,Portland,14,WNW,16,,0,E
77384,33,Portland,1,ENE,2,ESE,9,SE
77385,33,Portland,4,NE,5,NNE,15,WSW
77390,33,Portland,13,W,1,ENE,13,W
77392,33,Portland,13,W,10,SSE,8,S
77403,33,Portland,13,W,1,ENE,0,E
77414,33,Portland,9,SE,12,SW,13,W
77419,33,Portland,15,WSW,4,NE,8,S
77439,33,Portland,3,N,1,ENE,0,E
77451,33,Portland,2,ESE,2,ESE,8,S
77454,33,Portland,16,,10,SSE,8,S
77456,33,Portland,1,ENE,0,E,8,S
77468,33,Portland,8,S,4,NE,8,S
77473,33,Portland,13,W,1,ENE,12,SW
77475,33,Portland,2,ESE,7,NW,9,SE
77479,33,Portland,12,SW,3,N,11,SSW
77483,33,Portland,10,SSE,1,ENE,8,S
77499,33,Portland,1,ENE,16,,1,ENE
77501,33,Portland,13,W,6,NNW,1,ENE
77506,33,Portland,9,SE,2,ESE,0,E
77514,33,Portland,13,W,0,E,2,ESE
77515,33,Portland,13,W,11,SSW,10,SSE
77517,33,Portland,12,SW,1,ENE,11,SSW
77528,33,Portland,6,NNW,1,ENE,12,SW
77532,33,Portland,12,SW,13,W,13,W
77540,33,Portland,8,S,13,W,10,SSE
77541,33,Portland,12,SW,9,SE,11,SSW
77542,33,Portland,14,WNW,6,NNW,15,WSW
77550,33,Portland,9,SE,0,E,10,SSE
77558,33,Portland,7,NW,15,WSW,11,SSW
77575,33,Portland,6,NNW,0,E,0,E
77576,33,Portland,15,WSW,3,N,6,NNW
77587,33,Portland,15,WSW,14,WNW,14,WNW
77594,33,Portland,2,ESE,5,NNE,1,ENE
77596,33,Portland,5,NNE,7,NW,5,NNE
77598,33,Portland,5,NNE,1,ENE,4,NE
77599,33,Portland,4,NE,3,N,4,NE
77615,33,Portland,8,S,6,NNW,8,S
77617,33,Portland,9,SE,16,,10,SSE
77618,33,Portland,10,SSE,9,SE,12,SW
77623,33,Portland,15,WSW,3,N,14,WNW
77629,33,Portland,12,SW,15,WSW,14,WNW
77648,33,Portland,9,SE,3,N,2,ESE
77654,33,Portland,15,WSW,6,NNW,6,NNW
77660,33,Portland,11,SSW,7,NW,11,SSW
77663,33,Portland,1,ENE,10,SSE,0,E
77676,33,Portland,15,WSW,9,SE,0,E
77687,33,Portland,7,NW,3,N,4,NE
77691,33,Portland,16,,3,N,10,SSE
77693,33,Portland,12,SW,7,NW,14,WNW
77704,33,Portland,0,E,14,WNW,6,NNW
77714,33,Portland,15,WSW,3,N,3,N
77718,33,Portland,4,NE,3,N,5,NNE
77728,33,Portland,5,NNE,10,SSE,0,E
77732,33,Portland,13,W,15,WSW,8,S
77734,33,Portland,7,NW,5,NNE,7,NW
77741,33,Portland,6,NNW,13,W,15,WSW
77744,33,Portland,6,NNW,5,NNE,12,SW
77748,33,Portland,8,S,3,N,8,S
77765,33,Portland,11,SSW,11,SSW,15,WSW
77767,33,Portland,0,E,10,SSE,0,E
77770,33,Portland,8,S,2,ESE,11,SSW
77778,33,Portland,10,SSE,12,SW,8,S
77780,33,Portland,10,SSE,0,E,9,SE
77789,33,Portland,16,,14,WNW,15,WSW
77797,33,Portland,1,ENE,1,ENE,15,WSW
77799,33,Portland,9,SE,8,S,0,E
77807,33,Portland,2,ESE,10,SSE,0,E
77809,33,Portland,14,WNW,1,ENE,7,NW
77828,33,Portland,14,WNW,4,NE,15,WSW
77829,33,Portland,12,SW,14,WNW,15,WSW
77839,33,Portland,9,SE,7,NW,8,S
77852,33,Portland,15,WSW,9,SE,2,ESE
77870,33,Portland,6,NNW,4,NE,8,S
77882,33,Portland,4,NE,1,ENE,11,SSW
77883,33,Portland,14,WNW,0,E,13,W
77889,33,Portland,1,ENE,4,NE,11,SSW
77904,33,Portland,16,,10,SSE,9,SE
77907,33,Portland,6,NNW,3,N,11,SSW
77916,33,Portland,10,SSE,16,,10,SSE
77920,33,Portland,0,E,3,N,9,SE
77921,33,Portland,5,NNE,0,E,0,E
77922,33,Portland,5,NNE,3,N,11,SSW
77945,33,Portland,0,E,6,NNW,9,SE
77947,33,Portland,9,SE,4,NE,9,SE
77958,33,Portland,3,N,7,NW,6,NNW
77971,33,Portland,7,NW,7,NW,11,SSW
77984,33,Portland,12,SW,16,,10,SSE
77987,33,Portland,12,SW,13,W,7,NW
77989,44,Watsonia,11,SSW,13,W,12,SW
77990,44,Watsonia,12,SW,12,SW,12,SW
77991,44,Watsonia,11,SSW,9,SE,12,SW
77992,44,Watsonia,11,SSW,5,NNE,11,SSW
77993,44,Watsonia,12,SW,1,ENE,12,SW
77994,44,Watsonia,11,SSW,0,E,11,SSW
77995,44,Watsonia,11,SSW,10,SSE,12,SW
77996,44,Watsonia,8,S,12,SW,11,SSW
77997,44,Watsonia,12,SW,10,SSE,10,SSE
77998,44,Watsonia,12,SW,7,NW,11,SSW
77999,44,Watsonia,12,SW,0,E,11,SSW
78000,44,Watsonia,8,S,0,E,8,S
78001,44,Watsonia,6,NNW,4,NE,6,NNW
78002,44,Watsonia,3,N,3,N,15,WSW
78003,44,Watsonia,12,SW,15,WSW,12,SW
78004,44,Watsonia,11,SSW,15,WSW,11,SSW
78005,44,Watsonia,12,SW,8,S,12,SW
78006,44,Watsonia,12,SW,2,ESE,12,SW
78007,44,Watsonia,3,N,4,NE,6,NNW
78008,44,Watsonia,13,W,4,NE,11,SSW
78009,44,Watsonia,8,S,0,E,11,SSW
78010,44,Watsonia,13,W,3,N,14,WNW
78011,44,Watsonia,7,NW,13,W,3,N
78012,44,Watsonia,13,W,15,WSW,11,SSW
78013,44,Watsonia,12,SW,4,NE,8,S
78014,44,Watsonia,11,SSW,8,S,12,SW
78015,44,Watsonia,3,N,4,NE,12,SW
78016,44,Watsonia,3,N,1,ENE,6,NNW
78017,44,Watsonia,11,SSW,3,N,7,NW
78019,44,Watsonia,8,S,1,ENE,12,SW
78020,44,Watsonia,12,SW,0,E,10,SSE
78022,44,Watsonia,8,S,10,SSE,8,S
78023,44,Watsonia,10,SSE,4,NE,8,S
78024,44,Watsonia,11,SSW,4,NE,8,S
78025,44,Watsonia,11,SSW,9,SE,11,SSW
78026,44,Watsonia,6,NNW,4,NE,7,NW
78027,44,Watsonia,8,S,15,WSW,8,S
78028,44,Watsonia,8,S,10,SSE,11,SSW
78029,44,Watsonia,11,SSW,10,SSE,11,SSW
78030,44,Watsonia,11,SSW,8,S,11,SSW
78031,44,Watsonia,8,S,10,SSE,10,SSE
78032,44,Watsonia,8,S,7,NW,15,WSW
78033,44,Watsonia,4,NE,1,ENE,8,S
78034,44,Watsonia,8,S,0,E,10,SSE
78035,44,Watsonia,8,S,16,,15,WSW
78036,44,Watsonia,9,SE,1,ENE,0,E
78038,44,Watsonia,8,S,6,NNW,12,SW
78039,44,Watsonia,2,ESE,15,WSW,11,SSW
78042,44,Watsonia,8,S,1,ENE,14,WNW
78045,44,Watsonia,12,SW,3,N,14,WNW
78046,44,Watsonia,11,SSW,1,ENE,6,NNW
78047,44,Watsonia,11,SSW,12,SW,12,SW
78049,44,Watsonia,11,SSW,0,E,15,WSW
78050,44,Watsonia,5,NNE,5,NNE,5,NNE
78051,44,Watsonia,13,W,7,NW,7,NW
78052,44,Watsonia,15,WSW,12,SW,11,SSW
78053,44,Watsonia,11,SSW,16,,11,SSW
78054,44,Watsonia,11,SSW,14,WNW,11,SSW
78055,44,Watsonia,8,S,9,SE,8,S
78056,44,Watsonia,11,SSW,1,ENE,11,SSW
78057,44,Watsonia,11,SSW,5,NNE,15,WSW
78058,44,Watsonia,0,E,16,,9,SE
78059,44,Watsonia,3,N,3,N,4,NE
78060,44,Watsonia,7,NW,16,,14,WNW
78061,44,Watsonia,15,WSW,5,NNE,1,ENE
78062,44,Watsonia,13,W,6,NNW,13,W
78063,44,Watsonia,13,W,7,NW,12,SW
78064,44,Watsonia,15,WSW,15,WSW,8,S
78065,44,Watsonia,5,NNE,1,ENE,3,N
78066,44,Watsonia,3,N,1,ENE,3,N
78067,44,Watsonia,15,WSW,1,ENE,12,SW
78068,44,Watsonia,3,N,5,NNE,3,N
78069,44,Watsonia,13,W,6,NNW,12,SW
78071,44,Watsonia,15,WSW,5,NNE,8,S
78072,44,Watsonia,12,SW,5,NNE,11,SSW
78073,44,Watsonia,8,S,15,WSW,11,SSW
78074,44,Watsonia,12,SW,13,W,12,SW
78075,44,Watsonia,12,SW,4,NE,12,SW
78076,44,Watsonia,11,SSW,4,NE,12,SW
78077,44,Watsonia,12,SW,16,,11,SSW
78078,44,Watsonia,2,ESE,1,ENE,0,E
78079,44,Watsonia,11,SSW,5,NNE,8,S
78083,44,Watsonia,11,SSW,7,NW,12,SW
78084,44,Watsonia,11,SSW,4,NE,11,SSW
78085,44,Watsonia,12,SW,15,WSW,11,SSW
78086,44,Watsonia,13,W,11,SSW,11,SSW
78087,44,Watsonia,7,NW,5,NNE,3,N
78089,44,Watsonia,12,SW,13,W,10,SSE
78090,44,Watsonia,3,N,9,SE,11,SSW
78091,44,Watsonia,2,ESE,4,NE,9,SE
78092,44,Watsonia,7,NW,1,ENE,14,WNW
78093,44,Watsonia,13,W,13,W,15,WSW
78094,44,Watsonia,6,NNW,6,NNW,6,NNW
78095,44,Watsonia,14,WNW,14,WNW,12,SW
78096,44,Watsonia,12,SW,16,,12,SW
78097,44,Watsonia,12,SW,10,SSE,8,S
78098,44,Watsonia,11,SSW,5,NNE,12,SW
78099,44,Watsonia,9,SE,1,ENE,4,NE
78100,44,Watsonia,3,N,16,,6,NNW
78101,44,Watsonia,4,NE,1,ENE,3,N
78102,44,Watsonia,3,N,3,N,3,N
78104,44,Watsonia,13,W,3,N,13,W
78107,44,Watsonia,8,S,0,E,12,SW
78109,44,Watsonia,3,N,3,N,12,SW
78110,44,Watsonia,8,S,1,ENE,11,SSW
78111,44,Watsonia,12,SW,1,ENE,15,WSW
78112,44,Watsonia,8,S,4,NE,11,SSW
78113,44,Watsonia,11,SSW,1,ENE,12,SW
78114,44,Watsonia,12,SW,5,NNE,10,SSE
78115,44,Watsonia,11,SSW,15,WSW,12,SW
78116,44,Watsonia,10,SSE,16,,8,S
78117,44,Watsonia,11,SSW,11,SSW,12,SW
78118,44,Watsonia,11,SSW,11,SSW,10,SSE
78121,44,Watsonia,13,W,7,NW,13,W
78123,44,Watsonia,15,WSW,3,N,7,NW
78124,44,Watsonia,12,SW,15,WSW,15,WSW
78125,44,Watsonia,13,W,3,N,11,SSW
78126,44,Watsonia,9,SE,1,ENE,8,S
78127,44,Watsonia,1,ENE,1,ENE,0,E
78128,44,Watsonia,9,SE,4,NE,9,SE
78130,44,Watsonia,9,SE,5,NNE,9,SE
78131,44,Watsonia,5,NNE,1,ENE,4,NE
78132,44,Watsonia,3,N,4,NE,3,N
78133,44,Watsonia,5,NNE,4,NE,5,NNE
78134,44,Watsonia,15,WSW,3,N,11,SSW
78136,44,Watsonia,11,SSW,13,W,10,SSE
78137,44,Watsonia,2,ESE,16,,10,SSE
78139,44,Watsonia,10,SSE,4,NE,10,SSE
78140,44,Watsonia,1,ENE,16,,16,
78141,44,Watsonia,1,ENE,1,ENE,11,SSW
78142,44,Watsonia,1,ENE,1,ENE,1,ENE
78144,44,Watsonia,4,NE,4,NE,9,SE
78145,44,Watsonia,3,N,1,ENE,5,NNE
78146,44,Watsonia,13,W,4,NE,13,W
78149,44,Watsonia,15,WSW,13,W,11,SSW
78150,44,Watsonia,13,W,7,NW,8,S
78151,44,Watsonia,5,NNE,3,N,6,NNW
78153,44,Watsonia,4,NE,4,NE,16,
78155,44,Watsonia,12,SW,16,,7,NW
78156,44,Watsonia,15,WSW,14,WNW,12,SW
78158,44,Watsonia,4,NE,1,ENE,4,NE
78159,44,Watsonia,4,NE,4,NE,5,NNE
78162,44,Watsonia,4,NE,1,ENE,1,ENE
78163,44,Watsonia,0,E,16,,5,NNE
78165,44,Watsonia,3,N,4,NE,4,NE
78166,44,Watsonia,11,SSW,4,NE,15,WSW
78167,44,Watsonia,5,NNE,5,NNE,3,N
78169,44,Watsonia,3,N,5,NNE,5,NNE
78170,44,Watsonia,6,NNW,3,N,6,NNW
78171,44,Watsonia,7,NW,3,N,6,NNW
78172,44,Watsonia,11,SSW,15,WSW,15,WSW
78173,44,Watsonia,15,WSW,15,WSW,12,SW
78175,44,Watsonia,15,WSW,5,NNE,12,SW
78176,44,Watsonia,4,NE,4,NE,0,E
78177,44,Watsonia,3,N,5,NNE,6,NNW
78179,44,Watsonia,5,NNE,4,NE,4,NE
78182,44,Watsonia,13,W,3,N,3,N
78184,44,Watsonia,6,NNW,1,ENE,11,SSW
78186,44,Watsonia,15,WSW,1,ENE,10,SSE
78189,44,Watsonia,6,NNW,3,N,3,N
78191,44,Watsonia,7,NW,6,NNW,12,SW
78192,44,Watsonia,14,WNW,15,WSW,11,SSW
78195,44,Watsonia,6,NNW,5,NNE,3,N
78197,44,Watsonia,7,NW,3,N,3,N
78198,44,Watsonia,14,WNW,6,NNW,13,W
78199,44,Watsonia,3,N,6,NNW,3,N
78201,44,Watsonia,6,NNW,6,NNW,7,NW
78203,44,Watsonia,15,WSW,13,W,7,NW
78207,44,Watsonia,13,W,15,WSW,12,SW
78209,44,Watsonia,3,N,0,E,3,N
78210,44,Watsonia,4,NE,5,NNE,0,E
78211,44,Watsonia,3,N,16,,3,N
78212,44,Watsonia,11,SSW,5,NNE,16,
78213,44,Watsonia,11,SSW,5,NNE,13,W
78216,44,Watsonia,13,W,5,NNE,7,NW
78217,44,Watsonia,6,NNW,14,WNW,13,W
78218,44,Watsonia,3,N,6,NNW,6,NNW
78221,44,Watsonia,15,WSW,3,N,13,W
78224,44,Watsonia,6,NNW,15,WSW,6,NNW
78225,44,Watsonia,14,WNW,6,NNW,6,NNW
78226,44,Watsonia,3,N,3,N,6,NNW
78229,44,Watsonia,6,NNW,3,N,13,W
78230,44,Watsonia,13,W,14,WNW,14,WNW
78231,44,Watsonia,15,WSW,6,NNW,15,WSW
78232,44,Watsonia,6,NNW,7,NW,3,N
78233,44,Watsonia,4,NE,4,NE,3,N
78234,44,Watsonia,6,NNW,5,NNE,6,NNW
78235,44,Watsonia,15,WSW,6,NNW,7,NW
78237,44,Watsonia,4,NE,5,NNE,3,N
78238,44,Watsonia,12,SW,4,NE,15,WSW
78241,44,Watsonia,4,NE,13,W,11,SSW
78242,44,Watsonia,16,,5,NNE,5,NNE
78244,44,Watsonia,13,W,1,ENE,6,NNW
78245,44,Watsonia,14,WNW,5,NNE,8,S
78246,44,Watsonia,14,WNW,1,ENE,3,N
78248,44,Watsonia,12,SW,3,N,3,N
78249,44,Watsonia,15,WSW,16,,9,SE
78251,44,Watsonia,13,W,14,WNW,13,W
78252,44,Watsonia,1,ENE,0,E,4,NE
78253,44,Watsonia,11,SSW,3,N,3,N
78257,44,Watsonia,15,WSW,13,W,13,W
78260,44,Watsonia,6,NNW,3,N,7,NW
78262,44,Watsonia,6,NNW,11,SSW,12,SW
78263,44,Watsonia,10,SSE,10,SSE,8,S
78264,44,Watsonia,8,S,8,S,8,S
78265,44,Watsonia,11,SSW,16,,10,SSE
78266,44,Watsonia,11,SSW,13,W,11,SSW
78269,44,Watsonia,9,SE,10,SSE,10,SSE
78270,44,Watsonia,2,ESE,14,WNW,9,SE
78271,44,Watsonia,8,S,1,ENE,10,SSE
78272,44,Watsonia,15,WSW,1,ENE,13,W
78273,44,Watsonia,3,N,4,NE,7,NW
78275,44,Watsonia,15,WSW,13,W,15,WSW
78276,44,Watsonia,12,SW,3,N,15,WSW
78277,44,Watsonia,12,SW,12,SW,11,SSW
78278,44,Watsonia,11,SSW,11,SSW,11,SSW
78279,44,Watsonia,11,SSW,11,SSW,8,S
78283,44,Watsonia,15,WSW,8,S,15,WSW
78285,44,Watsonia,11,SSW,0,E,8,S
78288,44,Watsonia,11,SSW,3,N,10,SSE
78289,44,Watsonia,12,SW,13,W,8,S
78290,44,Watsonia,13,W,4,NE,7,NW
78291,44,Watsonia,15,WSW,5,NNE,4,NE
78294,44,Watsonia,3,N,11,SSW,10,SSE
78295,44,Watsonia,15,WSW,15,WSW,13,W
78296,44,Watsonia,13,W,12,SW,8,S
78298,44,Watsonia,8,S,5,NNE,2,ESE
78300,44,Watsonia,3,N,4,NE,2,ESE
78301,44,Watsonia,8,S,1,ENE,8,S
78302,44,Watsonia,9,SE,1,ENE,11,SSW
78303,44,Watsonia,12,SW,11,SSW,11,SSW
78305,44,Watsonia,15,WSW,12,SW,12,SW
78307,44,Watsonia,12,SW,11,SSW,15,WSW
78308,44,Watsonia,11,SSW,12,SW,8,S
78309,44,Watsonia,15,WSW,9,SE,12,SW
78310,44,Watsonia,0,E,4,NE,3,N
78311,44,Watsonia,3,N,14,WNW,10,SSE
78313,44,Watsonia,6,NNW,16,,3,N
78314,44,Watsonia,12,SW,9,SE,12,SW
78316,44,Watsonia,12,SW,4,NE,11,SSW
78317,44,Watsonia,8,S,4,NE,10,SSE
78318,44,Watsonia,5,NNE,7,NW,5,NNE
78319,44,Watsonia,6,NNW,3,N,5,NNE
78320,44,Watsonia,6,NNW,6,NNW,5,NNE
78321,44,Watsonia,11,SSW,12,SW,11,SSW
78322,44,Watsonia,2,ESE,2,ESE,9,SE
78323,44,Watsonia,9,SE,9,SE,10,SSE
78324,44,Watsonia,16,,4,NE,6,NNW
78325,44,Watsonia,11,SSW,3,N,6,NNW
78330,44,Watsonia,11,SSW,7,NW,8,S
78331,44,Watsonia,3,N,7,NW,3,N
78332,44,Watsonia,13,W,6,NNW,6,NNW
78334,44,Watsonia,12,SW,13,W,13,W
78336,44,Watsonia,11,SSW,2,ESE,11,SSW
78339,44,Watsonia,11,SSW,13,W,1,ENE
78340,44,Watsonia,12,SW,12,SW,10,SSE
78341,44,Watsonia,12,SW,15,WSW,8,S
78344,44,Watsonia,11,SSW,16,,12,SW
78345,44,Watsonia,6,NNW,1,ENE,6,NNW
78346,44,Watsonia,3,N,10,SSE,4,NE
78348,44,Watsonia,12,SW,10,SSE,12,SW
78349,44,Watsonia,15,WSW,0,E,12,SW
78354,44,Watsonia,1,ENE,11,SSW,11,SSW
78357,44,Watsonia,12,SW,1,ENE,8,S
78360,44,Watsonia,12,SW,9,SE,11,SSW
78362,44,Watsonia,7,NW,1,ENE,12,SW
78363,44,Watsonia,12,SW,8,S,11,SSW
78364,44,Watsonia,5,NNE,0,E,3,N
78368,44,Watsonia,12,SW,1,ENE,13,W
78369,44,Watsonia,8,S,4,NE,12,SW
78370,44,Watsonia,13,W,15,WSW,13,W
78372,44,Watsonia,8,S,13,W,11,SSW
78373,44,Watsonia,13,W,7,NW,11,SSW
78374,44,Watsonia,8,S,4,NE,8,S
78375,44,Watsonia,11,SSW,4,NE,6,NNW
78378,44,Watsonia,15,WSW,10,SSE,15,WSW
78381,44,Watsonia,12,SW,2,ESE,8,S
78382,44,Watsonia,8,S,8,S,11,SSW
78383,44,Watsonia,12,SW,4,NE,5,NNE
78384,44,Watsonia,13,W,5,NNE,3,N
78385,44,Watsonia,12,SW,8,S,9,SE
78386,44,Watsonia,9,SE,0,E,2,ESE
78387,44,Watsonia,9,SE,4,NE,6,NNW
78389,44,Watsonia,8,S,11,SSW,8,S
78391,44,Watsonia,9,SE,1,ENE,12,SW
78392,44,Watsonia,15,WSW,1,ENE,11,SSW
78395,44,Watsonia,13,W,2,ESE,6,NNW
78398,44,Watsonia,9,SE,15,WSW,12,SW
78399,44,Watsonia,9,SE,9,SE,9,SE
78401,44,Watsonia,8,S,12,SW,12,SW
78402,44,Watsonia,12,SW,8,S,15,WSW
78405,44,Watsonia,3,N,12,SW,12,SW
78406,44,Watsonia,12,SW,13,W,11,SSW
78408,44,Watsonia,12,SW,5,NNE,12,SW
78409,44,Watsonia,15,WSW,4,NE,12,SW
78415,44,Watsonia,8,S,1,ENE,15,WSW
78416,44,Watsonia,3,N,4,NE,5,NNE
78417,44,Watsonia,1,ENE,16,,5,NNE
78418,44,Watsonia,13,W,12,SW,13,W
78419,44,Watsonia,6,NNW,2,ESE,10,SSE
78424,44,Watsonia,11,SSW,1,ENE,10,SSE
78425,44,Watsonia,3,N,1,ENE,4,NE
78427,44,Watsonia,6,NNW,4,NE,4,NE
78432,44,Watsonia,8,S,16,,8,S
78435,44,Watsonia,10,SSE,13,W,11,SSW
78437,44,Watsonia,5,NNE,16,,3,N
78438,44,Watsonia,4,NE,6,NNW,11,SSW
78441,44,Watsonia,14,WNW,5,NNE,11,SSW
78442,44,Watsonia,11,SSW,13,W,8,S
78444,44,Watsonia,12,SW,15,WSW,2,ESE
78449,44,Watsonia,4,NE,4,NE,4,NE
78450,44,Watsonia,7,NW,12,SW,6,NNW
78452,44,Watsonia,13,W,1,ENE,10,SSE
78454,44,Watsonia,15,WSW,14,WNW,13,W
78459,44,Watsonia,4,NE,0,E,3,N
78461,44,Watsonia,4,NE,1,ENE,6,NNW
78466,44,Watsonia,3,N,3,N,13,W
78467,44,Watsonia,15,WSW,3,N,15,WSW
78468,44,Watsonia,15,WSW,12,SW,8,S
78470,44,Watsonia,3,N,6,NNW,12,SW
78472,44,Watsonia,7,NW,7,NW,13,W
78473,44,Watsonia,15,WSW,15,WSW,11,SSW
78475,44,Watsonia,4,NE,3,N,16,
78478,44,Watsonia,6,NNW,4,NE,12,SW
78479,44,Watsonia,3,N,7,NW,11,SSW
78481,44,Watsonia,11,SSW,7,NW,7,NW
78483,44,Watsonia,1,ENE,5,NNE,3,N
78484,44,Watsonia,13,W,4,NE,15,WSW
78485,44,Watsonia,8,S,13,W,12,SW
78489,44,Watsonia,5,NNE,4,NE,10,SSE
78490,44,Watsonia,15,WSW,4,NE,1,ENE
78492,44,Watsonia,15,WSW,4,NE,9,SE
78493,44,Watsonia,11,SSW,1,ENE,2,ESE
78494,44,Watsonia,15,WSW,4,NE,11,SSW
78495,44,Watsonia,9,SE,1,ENE,2,ESE
78497,44,Watsonia,5,NNE,1,ENE,1,ENE
78498,44,Watsonia,1,ENE,1,ENE,12,SW
78499,44,Watsonia,8,S,16,,11,SSW
78501,44,Watsonia,4,NE,16,,4,NE
78503,44,Watsonia,9,SE,8,S,9,SE
78506,44,Watsonia,15,WSW,16,,12,SW
78507,44,Watsonia,1,ENE,0,E,1,ENE
78508,44,Watsonia,15,WSW,16,,4,NE
78510,44,Watsonia,8,S,11,SSW,11,SSW
78511,44,Watsonia,6,NNW,12,SW,10,SSE
78513,44,Watsonia,14,WNW,6,NNW,15,WSW
78515,44,Watsonia,15,WSW,7,NW,12,SW
78518,44,Watsonia,1,ENE,4,NE,0,E
78519,44,Watsonia,3,N,0,E,6,NNW
78523,44,Watsonia,3,N,7,NW,13,W
78524,44,Watsonia,6,NNW,6,NNW,8,S
78525,44,Watsonia,1,ENE,4,NE,1,ENE
78526,44,Watsonia,5,NNE,4,NE,16,
78527,44,Watsonia,1,ENE,4,NE,4,NE
78530,44,Watsonia,8,S,15,WSW,12,SW
78536,44,Watsonia,13,W,3,N,6,NNW
78537,44,Watsonia,15,WSW,15,WSW,16,
78538,44,Watsonia,7,NW,16,,7,NW
78539,44,Watsonia,1,ENE,1,ENE,16,
78541,44,Watsonia,4,NE,16,,0,E
78542,44,Watsonia,12,SW,16,,8,S
78547,44,Watsonia,3,N,5,NNE,4,NE
78548,44,Watsonia,15,WSW,3,N,3,N
78549,44,Watsonia,16,,5,NNE,11,SSW
78550,44,Watsonia,16,,16,,5,NNE
78552,44,Watsonia,5,NNE,3,N,5,NNE
78555,44,Watsonia,10,SSE,5,NNE,11,SSW
78557,44,Watsonia,12,SW,11,SSW,16,
78558,44,Watsonia,12,SW,1,ENE,11,SSW
78565,44,Watsonia,15,WSW,14,WNW,14,WNW
78567,44,Watsonia,13,W,12,SW,11,SSW
78573,44,Watsonia,5,NNE,4,NE,3,N
78574,44,Watsonia,1,ENE,1,ENE,4,NE
78575,44,Watsonia,3,N,9,SE,4,NE
78578,44,Watsonia,13,W,15,WSW,1,ENE
78580,44,Watsonia,15,WSW,3,N,14,WNW
78582,44,Watsonia,6,NNW,5,NNE,4,NE
78584,44,Watsonia,15,WSW,6,NNW,6,NNW
78586,44,Watsonia,11,SSW,6,NNW,13,W
78588,44,Watsonia,6,NNW,4,NE,3,N
78591,44,Watsonia,13,W,6,NNW,7,NW
78595,44,Watsonia,1,ENE,1,ENE,3,N
78597,44,Watsonia,7,NW,3,N,7,NW
78598,44,Watsonia,8,S,9,SE,11,SSW
78601,44,Watsonia,14,WNW,13,W,15,WSW
78602,44,Watsonia,12,SW,14,WNW,12,SW
78603,44,Watsonia,7,NW,5,NNE,2,ESE
